,Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length
9093,Sphaerodactylus dacnicolor,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus dacnicolor,,,,,,
9094,Trinidad worm snake,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Typhlopidae,Amerotyphlops,Amerotyphlops trinitatus,,,,,,
9095,Pristidactylus valeriae,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Leiosauridae,Pristidactylus,Pristidactylus valeriae,,,,,,
9096,Tropidophis fuscus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Tropidophiidae,Tropidophis,Tropidophis fuscus,,,,,,
9097,Typhlops syntherus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Typhlopidae,Typhlops,Typhlops syntherus,,,,,,
9098,Bothrops taeniatus lichenosus,Bothrops taeniatus,,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Viperidae,,,,,,
9099,Argyrophis oatesii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Typhlopidae,Argyrophis,Argyrophis oatesii,,,,,,
9100,Barahona big-scaled sphaero,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus plummeri,,,,,,
9101,Bocourt's arboreal alligator lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Anguidae,Abronia,Abronia vasconcelosii,,,,,,
9102,Darevskia dahli,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Darevskia,Darevskia dahli,,,,,,
9103,Goggia microlepidota,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Goggia,Goggia microlepidota,,,,,,
9104,Hebius modestum,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Hebius,Hebius modestum,,,,,,
9105,Hemidactylus anamallensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Hemidactylus,Dravidogecko anamallensis,,,,,,
9106,Peringuey's leaf-toed gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Cryptactites,Cryptactites peringueyi,,,,,,
9107,Rhinophis fergusonianus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Uropeltidae,Rhinophis,Rhinophis fergusonianus,,,,,,
9108,Rhadinaea decorata,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Dipsadidae,Rhadinaea,Rhadinaea decorata,,,,,,
9109,Watts's anole,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Dactyloidae,Anolis,Anolis wattsii,,,,,,
9110,Wright's skink,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Trachylepis,Trachylepis wrightii,,,,,,
9111,Crossobamon orientalis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Crossobamon,Crossobamon orientalis,,,,,,
9112,Namazonurus campbelli,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Cordylidae,Namazonurus,Namazonurus campbelli,,,,,,
9113,Crotaphopeltis hippocrepis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Crotaphopeltis,Crotaphopeltis hippocrepis,,,,,,
9114,Bay Island least gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus rosaurae,,,,,,
9115,Lepidoblepharis ruthveni,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Lepidoblepharis,Lepidoblepharis ruthveni,,,,,,
9116,Dunn's least gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus dunni,,,,,,
9117,Leptophis diplotropis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Leptophis,Leptophis diplotropis,,,,,,
9118,Micrelaps vaillanti,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Atractaspididae,Micrelaps,Micrelaps vaillanti,,,,,,
9119,Ophisops microlepis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Ophisops,Ophisops microlepis,,,,,,
9120,Uroplatus malahelo,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Uroplatus,Uroplatus malahelo,,,,,,
9121,Paracontias minimus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Paracontias,Paracontias minimus,,,,,,
9122,Western kukri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Oligodon,Oligodon affinis,,,,,,
9123,Assumption Island day gecko,Phelsuma abbotti,,Animalia,Chordata,Vertebrata,,Reptilia,Squamata,Gekkonidae,,,,,,
9124,Xenochrophis punctulatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Natricidae,Xenochrophis,Fowlea punctulatus,,,,,,
9125,Takydromus wolteri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Takydromus,Takydromus wolteri,,,,,,
9126,Amphisbaena mebengokre,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Amphisbaena,Amphisbaena mebengokre,,,,,,
9127,Amphisbaena anaemariae,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Amphisbaena,Amphisbaena anaemariae,,,,,,
9128,Pseudocordylus melanotus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Cordylidae,Pseudocordylus,Pseudocordylus melanotus,,,,,,
9129,Chitral gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Mediodactylus,Mediodactylus walli,,,,,,
9130,Ctenotus strauchii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Ctenotus,Ctenotus strauchii,,,,,,
9131,Cyrtodactylus adleri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Cyrtodactylus,Cyrtodactylus adleri,,,,,,
9132,Lang's worm lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Chirindia,Chirindia langi,,,,,,
9133,Dary's burrowing snake,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Dipsadidae,Adelphicos,Adelphicos daryi,,,,,,
9134,Liopeltis frenatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Liopeltis,Liopeltis frenata,,,,,,
9135,Madagascar clawless gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Ebenavia,Ebenavia inunguis,,,,,,
9136,Moroccan worm lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Blanus,Blanus mettetali,,,,,,
9137,Scincella gemmingeri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Scincella,Scincella gemmingeri,,,,,,
9138,Sphaerodactylus richardi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus richardi,,,,,,
9139,Twin-striped skink,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Ablepharus,Ablepharus bivittatus,,,,,,
9140,Teratoscincus mesriensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Teratoscincus,Teratoscincus mesriensis,,,,,,
9141,Eremias nikolskii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Eremias,Eremias nikolskii,,,,,,
9142,Timon kurdistanicus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Timon,Timon kurdistanicus,,,,,,
9143,Uroplatus kelirambo,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Uroplatus,Uroplatus kelirambo,,,,,,
9144,Agama robecchii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Agamidae,Agama,Agama robecchii,,,,,,
9145,Adelphicos latifasciatum,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Dipsadidae,Adelphicos,Adelphicos latifasciatum,,,,,,
9146,African gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Cnemaspis,Cnemaspis africana,,,,,,
9147,Anolis eewi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Dactyloidae,Anolis,Anolis eewi,,,,,,
9148,Atretium yunnanensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Natricidae,Atretium,Atretium yunnanensis,,,,,,
9149,Aristelliger nelsoni,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Aristelliger,Aristelliger nelsoni,,,,,,
9150,Barbour's day gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Phelsuma,Phelsuma barbouri,,,,,,
9151,Darevskia mixta,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Darevskia,Darevskia mixta,,,,,,
9152,Darwin's ringed worm lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Amphisbaena,Amphisbaena darwinii,,,,,,
9153,Hemicordylus nebulosus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Cordylidae,Hemicordylus,Hemicordylus nebulosus,,,,,,
9154,Imantodes tenuissimus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Dipsadidae,Imantodes,Imantodes tenuissimus,,,,,,
9155,Pedioplanis gaerdesi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Pedioplanis,Pedioplanis gaerdesi,,,,,,
9156,Pedernales least gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus randi,,,,,,
9157,Przewalski's wonder gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Teratoscincus,Teratoscincus przewalskii,,,,,,
9158,Rusty-topped delma,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Pygopodidae,Delma,Delma borea,,,,,,
9159,Saba least gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus sabanus,,,,,,
9160,Hemidactylus coalescens,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus coalescens,,,,,,
9161,Nicobar Island keelback,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Hebius,Hebius nicobariense,,,,,,
9162,Pedioplanis benguellensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Pedioplanis,Pedioplanis benguellensis,,,,,,
9163,Japalura major,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Agamidae,Japalura,Japalura major,,,,,,
9164,Tupinambis matipu,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Teiidae,Tupinambis,Tupinambis matipu,,,,,,
9165,Hemidactylus eniangii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus eniangii,,,,,,
9166,Chalcides thierryi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Chalcides,Chalcides thierryi,,,,,,
9167,Anolis lividus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Dactyloidae,Anolis,Anolis lividus,,,,,,
9168,Darevskia derjugini,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Darevskia,Darevskia derjugini,,,,,,
9169,Lygosoma guentheri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Lygosoma,Lygosoma guentheri,,,,,,
9170,Okavango dwarf gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Lygodactylus,Lygodactylus chobiensis,,,,,,
9171,Liopeltis rappi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Liopeltis,Liopeltis rappi,,,,,,
9172,Sphaerodactylus gilvitorques,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus gilvitorques,,,,,,
9173,Amphisbaena hastata,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Amphisbaena,Amphisbaena hastata,,,,,,
9174,Tarentola parvicarinata,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Tarentola,Tarentola parvicarinata,,,,,,
9175,Leposternon bagual,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Leposternon,Leposternon bagual,,,,,,
9176,Lycophidion irroratum,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Lamprophiidae,Lycophidion,Lycophidion irroratum,,,,,,
9177,Lacépède's ground snake,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Dipsadidae,Erythrolamprus,Erythrolamprus cursor,,,,,,
9178,Lesser night gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Nactus,Nactus coindemirensis,,,,,,
9179,Lima leaf-toed gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Phyllodactylus,Phyllodactylus sentosus,,,,,,
9180,Polemon neuwiedi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Lamprophiidae,Polemon,Polemon neuwiedi,,,,,,
9181,Southern blind snake,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Leptotyphlopidae,Rena,Rena unguirostris,,,,,,
9182,Ristella beddomii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Ristella,Ristella beddomii,,,,,,
9183,Transvaal rock gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Afroedura,Afroedura transvaalica,,,,,,
9184,Tropidophorus misaminius,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Tropidophorus,Tropidophorus misaminius,,,,,,
9185,Turkish worm lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Blanus,Blanus strauchi,,,,,,
9186,Uropeltis liura,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Uropeltidae,Uropeltis,Uropeltis liura,,,,,,
9187,Uromacer frenatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Dipsadidae,Uromacer,Uromacer frenatus,,,,,,
9188,Rhinoclemmys panamaensis,Animalia,Chordata,Vertebrata,Reptilia,Testudines,Cryptodira,Geoemydidae,Rhinoclemmys,Rhinoclemmys panamaensis,,,,,,
9189,Lycodon tiwarii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Lycodon,Lycodon tiwarii,,,,,,
9190,Trachemys dorbigni brasiliensis,D'Orbigny's slider,,Animalia,Chordata,Vertebrata,Reptilia,Testudines,Cryptodira,Emydidae,,,,,,
9191,Diploderma drukdaypo,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Agamidae,Diploderma,Diploderma drukdaypo,,,,,,
9192,Darevskia caspica,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Darevskia,Darevskia caspica,,,,,,
9193,Adolfus masavaensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Adolfus,Adolfus masavaensis,,,,,,
9194,Cochran's least gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus cochranae,,,,,,
9195,Cyrtodactylus cattienensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Cyrtodactylus,Cyrtodactylus cattienensis,,,,,,
9196,Homonota horrida,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Homonota,Homonota horrida,,,,,,
9197,False monitor,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Teiidae,Callopistes,Callopistes flavipunctatus,,,,,,
9198,Kentani dwarf chameleon,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Chamaeleonidae,Bradypodion,Bradypodion kentanicum,,,,,,
9199,Cameroon racer,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Poecilopholis,Poecilopholis cameronensis,,,,,,
9200,Eurylepis taeniolata,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Eurylepis,Eurylepis taeniolatus,,,,,,
9201,Xenopholis werdingorum,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Xenopholis,Xenopholis werdingorum,,,,,,
9202,Liolaemus walkeri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Liolaemidae,Liolaemus,Liolaemus walkeri,,,,,,
9203,Liolaemus zapallarensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Liolaemidae,Liolaemus,Liolaemus zapallarensis,,,,,,
9204,Sharma's mabuya,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Eutropis,Eutropis nagarjunensis,,,,,,
9205,Takydromus septentrionalis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Takydromus,Takydromus septentrionalis,,,,,,
9206,Rio Grande do Sul blind snake,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Leptotyphlopidae,Epictia,Epictia munoai,,,,,,
9207,Gerrhopilus hedraeus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus hedraeus,,,,,,
9208,Helminthophis frontalis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Anomalepididae,Helminthophis,Helminthophis frontalis,,,,,,
9209,Crotaphopeltis braestrupi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Crotaphopeltis,Crotaphopeltis braestrupi,,,,,,
9210,Enyalioides altotambo,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Hoplocercidae,Enyalioides,Enyalioides altotambo,,,,,,
9211,Aspidura drummondhayi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Aspidura,Aspidura drummondhayi,,,,,,
9212,Anolis carlliebi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Dactyloidae,Anolis,Anolis carlliebi,,,,,,
9213,Philochortus spinalis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Philochortus,Philochortus spinalis,,,,,,
9214,Cnemaspis assamensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Cnemaspis,Cnemaspis assamensis,,,,,,
9215,Hemidactylus adensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus adensis,,,,,,
9216,Smooth-scaled mountain lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Agamidae,Cristidorsa,Cristidorsa planidorsata,,,,,,
9217,Crenadactylus ocellatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Diplodactylidae,Crenadactylus,Crenadactylus ocellatus,,,,,,
9218,Liolaemus occipitalis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Liolaemidae,Liolaemus,Liolaemus occipitalis,,,,,,
9219,Fraas's lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Parvilacerta,Parvilacerta fraasii,,,,,,
9220,Macrocalamus lateralis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Calamariidae,Macrocalamus,Macrocalamus lateralis,,,,,,
9221,Marble-faced delma,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Pygopodidae,Delma,Delma australis,,,,,,
9222,Phelsuma comorensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Phelsuma,Phelsuma comorensis,,,,,,
9223,Rena dissecta,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Leptotyphlopidae,Rena,Rena dissecta,,,,,,
9224,Sphaerodactylus goniorhynchus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus goniorhynchus,,,,,,
9225,Sphaerodactylus nigropunctatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus nigropunctatus,,,,,,
9226,Tropidophis maculatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Tropidophiidae,Tropidophis,Tropidophis maculatus,,,,,,
9227,Tropidophis wrighti,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Tropidophiidae,Tropidophis,Tropidophis wrighti,,,,,,
9228,Scincella macrotis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Scincella,Scincella macrotis,,,,,,
9229,Philochortus intermedius,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Philochortus,Philochortus intermedius,,,,,,
9230,Parvoscincus leucospilos,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Parvoscincus,Parvoscincus leucospilos,,,,,,
9231,Asaccus saffinae,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Asaccus,Asaccus saffinae,,,,,,
9232,Dicrodon holmbergi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Teiidae,Dicrodon,Dicrodon holmbergi,,,,,,
9233,American wall gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Tarentola,Tarentola americana,,,,,,
9234,Phelsuma pusilla pusilla,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Phelsuma,Phelsuma pusilla pusilla,,,,,,
9235,Amphisbaena microcephala,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Leposternon,Leposternon microcephalum,,,,,,
9236,Banded supple skink,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Lygosoma,Lygosoma haroldyoungi,,,,,,
9237,Chalcides mionecton,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Chalcides,Chalcides mionecton,,,,,,
9238,Böhme's gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Tarentola,Tarentola boehmei,,,,,,
9239,Calamaria alidae,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Calamariidae,Calamaria,Calamaria alidae,,,,,,
9240,Eremias grammica,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Eremias,Eremias grammica,,,,,,
9241,Lancelin Island skink,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Ctenotus,Ctenotus lancelini,,,,,,
9242,Liolaemus atacamensis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Liolaemidae,Liolaemus,Liolaemus atacamensis,,,,,,
9243,Liolaemus gravenhorstii,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Liolaemidae,Liolaemus,Liolaemus gravenhorstii,,,,,,
9244,Martinique spectacled tegu,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gymnophthalmidae,Gymnophthalmus,Gymnophthalmus pleii,,,,,,
9245,Qattara gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Tarentola,Tarentola mindiae,,,,,,
9246,Te Kakahu skink,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Oligosoma,Oligosoma tekakahu,,,,,,
9247,Three-toed snake-tooth skink,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Scincidae,Coeranoscincus,Coeranoscincus reticulatus,,,,,,
9248,Holodactylus africanus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Eublepharidae,Holodactylus,Holodactylus africanus,,,,,,
9249,Meizodon regularis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Meizodon,Meizodon regularis,,,,,,
9250,Oligodon woodmasoni,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Oligodon,Oligodon woodmasoni,,,,,,
9251,Cyrtodactylus mamanwa,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Cyrtodactylus,Cyrtodactylus mamanwa,,,,,,
9252,Cnemidophorus espeuti,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Teiidae,Cnemidophorus,Cnemidophorus espeuti,,,,,,
9253,Amphisbaena acrobeles,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Amphisbaena,Amphisbaena acrobeles,,,,,,
9254,Dendrelaphis oliveri,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Serpentes,Colubridae,Dendrelaphis,Dendrelaphis oliveri,,,,,,
9255,Sceloporus merriami longipunctatus,Sceloporus merriami,,Animalia,Chordata,Vertebrata,Reptilia,Squamata,Iguania,Phrynosomatidae,,,,,,
9256,Ameivula abalosi,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Teiidae,Ameivula,Ameivula abalosi,,,,,,
9257,Aspidoscelis costatus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Teiidae,Aspidoscelis,Aspidoscelis costatus,,,,,,
9258,Cuban many-ringed amphisbaena,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Amphisbaenidae,Amphisbaena,Amphisbaena barbouri,,,,,,
9259,Spotted flat lizard,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Cordylidae,Platysaurus,Platysaurus maculatus,,,,,,
9260,Ophisops occidentalis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Ophisops,Ophisops occidentalis,,,,,,
9261,Tarentola rudis,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Phyllodactylidae,Tarentola,Tarentola rudis,,,,,,
9262,Stenodactylus slevini,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Stenodactylus,Stenodactylus slevini,,,,,,
9263,White-striped viper gecko,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus albofasciatus,,,,,,
9264,Lirung monitor,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Varanidae,Varanus,Varanus lirungensis,,,,,,
9265,Takydromus haughtonianus,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Takydromus,Takydromus haughtonianus,,,,,,
9266,Latastia longicaudata,Animalia,Chordata,Vertebrata,Reptilia,Squamata,,Lacertidae,Latastia,Latastia longicaudata,,,,,,
